ATTRIBUTE_MouseNumber	ATTRIBUTE_treatment	X691.313_8.563T	X486.749_6.292T	X695.412_8.133T	X582.796_6.426T	X972.48_8.495T	X805.026_7.156T	X977.436_8.493T	X318.095_0.426T	X819.965_6.406T	X261.217_0.415T	X584.299_6.428T	X302.121_0.391T	X496.376_7.874T	X700.452_8.221T	X723.541_9.21T	X309.184_7.468T	X312.111_0.472T	X700.452_8.069T	X1015.667_6.476T	X570.355_6.527T	X548.301_8.314T	X287.625_6.125T	X351.283_9.218.1T	X553.257_8.315T	X349.273_7.438T	X260.074_0.306T	X550.828_7.156T	X700.452_8.244T	X316.136_0.564T	X342.278_9.453T	X331.284_8.013T	X991.672_6.555T	X566.322_6.247T	X299.149_6.287T	X575.313_6.429T	X326.305_7.772T	X287.625_6.125.1T	X531.275_8.315T	X190.045_0.743T	X428.373_7.085T	X504.343_6.709T	X480.345_6.751T	X471.347_5.892T	X422.326_6.18T	X570.795_6.419T	X552.332_7.158T	X572.299_6.419T	X510.392_7.342T	X372.311_6.081T	X543.345_7.157T	X440.314_6.633T	X276.107_5.925T	X560.299_6.413T	X675.422_9.824T	X275.625_6.174T	X174.113_0.589T	X506.36_6.509T	X242.1_0.812T	X398.326_6.263T	X482.324_6.265T	X508.376_6.874T	X278.639_6.12T	X225.11_3.082T	X331.263_8.251T	X510.356_6.849T	X263.237_8.165T	X446.326_6.211T	X279.232_7.817T	X524.372_7.157T	X387.193_5.958T	X453.188_5.844T	X562.327_7.159T	X281.247_8.168T	X268.154_5.176T	X359.151_7.785T	X546.354_7.157T	X496.34_6.555T	X165.055_0.468T	X182.081_0.47T	X95.05_0.473T	X147.044_0.475T	X177.061_0.254T	X90.055_0.297T	X91.055_0.471T	X136.076_0.472T	X327.051_0.249T	X182.191_3.468T	X170.093_0.295T	X133.097_0.448T	X258.279_6.127T	X185.031_0.417T	X81.519_5.856T	X230.248_5.559T	X272.222_6.574T	X196.155_0.579T
mouse_15	carnitine	0	0	0	0	0	0.0000111	0.0000383	0	0	0	0.0000148	0.0000255	0.0000056	0.000151148	0.0000145	0.00000609	0.000481008	0.00000805	0.0000298	0.00020145	0.0000616	0.00000876	0.0000353	0.0000277	0.0000226	0.0000233	0.000151065	0.0000398	0.000101077	0.00000595	0.0000626	0.001365878	0.0000182	0.0000301	0.0000365	0.0000124	0.00000876	0.0000453	0.00000808	0.0000954	0.0000358	0.0000676	0.0000473	0.0000142	0.0000127	0.000670849	0.0000607	0.000107451	0.000150768	0.000652274	0.0000123	0.0000152	0.000113931	0.00000204	0.0000496	0.0000113	0.000022	0.0000457	0.0000684	0.000514276	0.000287151	0.000015	0.0000137	0.0000537	0.00220792	0.0000714	0.0000169	0.0000769	0.053935438	0.000175844	0.0000306	0.0000545	0.000150615	0.0000197	0.0000499	0.005278567	0.108094859	0.001947447	0.015542144	0.000363886	0.000274126	0.000321687	0.003406812	0.000191918	0.001976923	0.000139941	0.000128475	0.0000618	0.0000587	0.0000582	0.0000231	0.0000164	0.002410358	0.00000373	0.000123516
mouse_16	carnitine	0.0000369	0	0.0000233	0	0	0.0000377	0	0	0	0	0.0000142	0.000312931	0.00000762	0.000194164	0.00000929	0.00000572	0.0000787	0.0000176	0.0000743	0.000182413	0.0000387	0.0000142	0.0000415	0.0000572	0.0000227	0.0000566	0.000142893	0.0000832	0.000466516	0.0000202	0.0000333	0.001202732	0.0000771	0.0000365	0.0000687	0.0000085	0.0000142	0.0000444	0.00000635	0.0000907	0.000067	0.0000577	0.0000367	0.0000133	0.0000152	0.000590531	0.0000506	0.000126773	0.000181248	0.00054495	0.0000304	0.0000113	0.0001459	0.00000805	0.0000257	0.0000555	0.0000382	0.0000758	0.0000836	0.000514167	0.000284749	0.0000253	0.0000306	0.0000269	0.00212072	0.0000622	0.0000107	0.0000771	0.047661778	0.000132285	0.000204422	0.0000505	0.000134535	0.0000193	0.0000371	0.004579568	0.098668775	0.001778621	0.015150267	0.000189774	0.0002023	0.000289577	0.002359582	0.00022368	0.001837026	0.0000882	0.000137413	0.0000557	0.000118216	0.0000572	0.0000139	0.0000285	0.003111298	0.00000685	0.000123739
mouse_17	carnitine	0.000236712	0	0.0000528	0.00000671	0.0000554	0.000124537	0.000133895	0.000027	0.0000115	0.00000954	0.0000227	0.0000306	0.000055	0.000260896	0.0000122	0.00000652	0.0000701	0.0000205	0.000241454	0.000858977	0.000171689	0.0000163	0.0000247	0.000147617	0.0000363	0.0000402	0.000233513	0.000164981	0.001356897	0.00000985	0.000152621	0.0031431	0.0000701	0.0000538	0.0000523	0.00000443	0.0000117	0.00015231	0.0000334	0.000225859	0.00010872	0.000149061	0.000127143	0.0000454	0.00006	0.001062662	0.00011642	0.000220662	0.000334672	0.000846768	0.0000179	0.0000085	0.000167233	0.0000148	0.0000375	0.0000945	0.00000851	0.000225778	0.000189904	0.000802414	0.000431551	0.0000718	0.0000461	0.000086	0.003059518	0.000108298	0.0000357	0.000138996	0.067413853	0.000244269	0.000215087	0.0000864	0.000201687	0.0000304	0.0000806	0.004988001	0.118502276	0.001442932	0.011628602	0.000106836	0.000206274	0.00020739	0.001417481	0.000169685	0.001295941	0.0000435	0.0000951	0.0000106	0.0000472	0.0000176	0.0000116	0.0000164	0.000985354	0.00000102	0.00000106
mouse_18	carnitine	0.0000723	0.0000477	0.0000335	0.00000855	0.0000244	0.0000841	0.0000669	0	0	0.0000296	0.0000484	0.000269279	0.0000252	0.000173739	0.0000967	0.000016	0.000466487	0.0000175	0.0000196	0.000244965	0.000109026	0.0000204	0.0000508	0.0000766	0.0000283	0.0000372	0.000150844	0.0000382	0.000601423	0.00000334	0.000101903	0.002516575	0.0000162	0.0000324	0.0000782	0.0000184	0.0000204	0.00010766	0.0000237	0.000161605	0.000110149	0.0000879	0.0000735	0.00000687	0.0000222	0.000838472	0.0000898	0.000199258	0.000215875	0.000751633	0.0000304	0.00000921	0.000159129	0.00000459	0.0000357	0.0000366	0.0000199	0.0000961	0.000105364	0.000655936	0.000346054	0.000068	0.0000198	0.0000451	0.002682687	0.0000837	0.0000185	0.000115324	0.060771847	0.00019036	0.000182393	0.0000808	0.000184547	0.0000158	0.0000575	0.005284261	0.115996752	0.001191853	0.010552993	0.000175911	0.000164432	0.000259758	0.002610157	0.000160849	0.001323453	0.0000814	0.000108277	0.0000847	0.0000833	0.000042	0.0000157	0.0000177	0.002464646	0.00000374	0.0000612
mouse_19	carnitine	0.000144914	0.0000205	0.0000381	0.0000146	0.0000274	0.00011039	0.0000904	0	0.0000105	0	0.0000736	0.000209348	0.00000938	0.000166112	0.0000076	0.0000174	0.0000229	0.0000524	0.0000174	0.000288045	0.000133468	0.0000495	0.0000325	0.00016116	0.0000235	0.000022	0.00026911	0.000162666	0.000503723	0.0000444	0.0000648	0.002749564	0.0000383	0.0000662	0.0000995	0.0000256	0.0000284	0.000129293	0.000024	0.000151758	0.0000971	0.000115652	0.000155182	0.0000388	0.0000803	0.000829519	0.000176755	0.000184914	0.000265749	0.000824422	0.0000214	0.0000264	0.00022054	0.00000995	0.0000848	0.0000229	0.0000453	0.0000961	0.000139052	0.000873026	0.000462159	0.0000993	0.0000174	0.0000727	0.002916281	0.00010723	0.000023	0.000142579	0.067218383	0.000223365	0.00011907	0.0000822	0.000227082	0.0000222	0.000072	0.005624279	0.130278659	0.000851811	0.007203253	0.00013415	0.0000992	0.000352734	0.001822758	0.0000939	0.000954665	0.0000669	0.00013609	0.0000339	0.0000681	0.0000497	0.0000148	0.0000237	0.002989762	0.00000809	0.0000729
mouse_20	carnitine	0.000044	0.0000546	0.00002	0.0000275	0	0.0000773	0.0000321	0.0000149	0	0	0.0000466	0.0000422	0.0000136	0.000173996	0.0000121	0.0000104	0.000776617	0.0000249	0.0000249	0.00000651	0.0000883	0.0000409	0.0000311	0.0000519	0.0000484	0.0000856	0.000211926	0.000028	0.001061473	0.0000178	0.0000823	0.002835617	0.0000319	0.0000613	0.000100227	0.0000154	0.000031	0.0000855	0.0000248	0.000152344	0.0000842	0.0000938	0.000153211	0.00000709	0.000053	0.000852914	0.000073	0.000162709	0.000132147	0.00079918	0.0000304	0.0000147	0.000156321	0.0000128	0.0000401	0.000101636	0.0000277	0.000136248	0.0000809	0.000699908	0.000303525	0.0000916	0.0000427	0.0000448	0.002531456	0.0000828	0.0000153	0.000106738	0.057337384	0.000198187	0.000263834	0.0000744	0.000166192	0.0000198	0.0000573	0.004649482	0.112395932	0.001238458	0.010803625	0.000168501	0.0000182	0.000239555	0.001907699	0.000109722	0.001251304	0.0000637	0.0000867	0.0000156	0.0000638	0.0000348	0.00000982	0.0000263	0.001337225	0.00000228	0.0000121
mouse_31	untreated	0.000483395	0.000101384	0.0000937	0.0000196	0.0000992	0.000197474	0.000222428	0.000076	0.00000578	0.000227643	0.0000342	0.00092399	0.000136976	0.000404199	0.0000391	0.0000758	0.001439758	0.0000419	0.000327171	0.00089482	0.00026113	0.0000751	0.000077	0.000333782	0.0000961	0.0000795	0.000281724	0.000214557	0.002296438	0.0000942	0.00024131	0.006424022	0.0000642	0.0000673	0.0000606	0.0000229	0.0000584	0.000231592	0.0000529	0.000189128	0.000101626	0.000204541	0.000102742	0.0000399	0.0000453	0.001199971	0.0000783	0.000357239	0.000182911	0.001032594	0.0000758	0.0000526	0.000192977	0.000035	0.000114321	0.000162192	0.0000436	0.000228183	0.000142677	0.001022756	0.000586901	0.000174864	0.0000794	0.000098	0.004048253	0.000146465	0.0000265	0.000214476	0.078730635	0.000269478	0.000169442	0.0000682	0.000301169	0.0000386	0.0000782	0.004689296	0.122055486	0.00095047	0.007867464	0.0000969	0.0000929	0.000116867	0.000975634	0.0000749	0.000872484	0.0000322	0.000114099	0.00000276	0.00000934	0.0000152	0.000004	0.00000416	0.000637346	0.00000291	0.0000014
mouse_32	untreated	0.0000987	0.0000658	0.0000306	0.000012	0.0000427	0.000131545	0.0000897	0.0000287	0.0000187	0.000286447	0.0000383	0.000595205	0.0000841	0.00038108	0.0000514	0.000019	0.000442017	0.000039	0.000142048	0.000821089	0.000121613	0.0000443	0.000159267	0.000135492	0.0000684	0.0000615	0.000199807	0.000224579	0.001600785	0.0000154	0.000155424	0.004771414	0.0000514	0.0000559	0.000067	0.0000128	0.000052	0.000115408	0.0000893	0.000158177	0.0000712	0.000163877	0.000103841	0.0000287	0.0000329	0.000923775	0.0000904	0.000286421	0.00016952	0.000828993	0.0000563	0.0000185	0.000148704	0.00000798	0.0000706	0.000087	0.0000479	0.00019091	0.000110734	0.000918994	0.000506446	0.000141395	0.0000826	0.0000745	0.003529698	0.000162252	0.0000199	0.000211641	0.080103319	0.000251191	0.000180916	0.0000754	0.000286149	0.0000241	0.0000681	0.005701306	0.110868345	0.000821437	0.00663924	0.000101166	0.0000958	0.000155374	0.001391393	0.0000881	0.000914943	0.0000396	0.000044	0.00000311	0.0000461	0.000018	0.00000414	0.00000764	0.001156049	0.0000013	0.00000364
mouse_33	untreated	0.000199031	0.0000689	0.0000554	0.0000293	0.0000596	0.000162326	0.000157656	0.0000994	0.0000375	0.0000996	0.0000677	0.001235764	0.0000517	0.000262304	0.000203565	0.0000396	0.00118537	0.0000198	0.00020308	0.000872096	0.000172366	0.0000589	0.000117443	0.000172459	0.0000575	0.000117317	0.00025724	0.0000933	0.002438727	0.0000315	0.000139917	0.004732567	0.000055	0.0000334	0.0000793	0.0000115	0.0000344	0.00014795	0.0000551	0.000147628	0.0000769	0.000146672	0.000119597	0.0000366	0.0000681	0.001056975	0.000144712	0.000209495	0.000142505	0.000968442	0.0000322	0.0000166	0.000188476	0.000014	0.000106814	0.000149072	0.000047	0.000153191	0.00012361	0.000880223	0.000460706	0.000147859	0.0000541	0.0000649	0.002816428	0.000100161	0.0000175	0.000157991	0.064084478	0.000211835	0.000196684	0.0000666	0.000202819	0.0000277	0.0000609	0.004434254	0.114405033	0.001404697	0.011585792	0.0000948	0.00016639	0.000171497	0.001709726	0.00015824	0.001422798	0.0000274	0.0000967	0.0000102	0.0000136	0.0000169	0.00000428	0.0000107	0.000807417	0.00000504	0.00000438
mouse_34	untreated	0.0000564	0.0000578	0.0000291	0.0000113	0.000041	0.0000957	0.000107492	0.0000199	0	0.0000239	0.000021	0.000410723	0.00000915	0.000165882	0.0000798	0.00000861	0.000552469	0.0000185	0.0000455	0.000126249	0.000103836	0.0000178	0.0000415	0.0000895	0.0000552	0.0000797	0.000231793	0.0000371	0.001141645	0.0000396	0.000109938	0.002610432	0.0000201	0.000055	0.0000533	0.0000178	0.0000178	0.0000893	0.0000266	0.000118386	0.000100196	0.000103057	0.0000779	0.0000201	0.0000546	0.000619159	0.0000812	0.000166727	0.000127032	0.000799418	0.000023	0.0000212	0.000154334	0.00000859	0.0000489	0.0000742	0.0000265	0.000125427	0.0000758	0.000721781	0.000361686	0.000102592	0.0000351	0.0000725	0.002665429	0.00010972	0.0000192	0.000188097	0.060388561	0.000209507	0.000167047	0.000105887	0.000222495	0.0000216	0.000045	0.005679295	0.120317853	0.001075742	0.008804989	0.000160418	0.000117953	0.000207147	0.001736511	0.0000996	0.001264477	0.0000769	0.000151136	0.0000479	0.0000611	0.0000495	0.0000228	0.0000117	0.005738269	0.0000037	0.0000168
mouse_35	untreated	0	0.0000665	0	0.0000144	0	0.0000685	0.0000285	0.0000483	0.0000118	0.0000348	0.0000585	0.000766828	0.0000128	0.000188882	0.0000177	0.00000844	0.001326456	0.00000918	0.0000484	0.000751357	0.0000478	0.0000504	0.000111912	0.0000325	0.0000578	0.0000947	0.000171321	0.0000783	0.000561944	0.0000163	0.0000555	0.002753969	0.0000319	0.0000428	0.0000798	0.0000153	0.0000323	0.0000487	0.000046	0.0000872	0.0000949	0.000114944	0.000124199	0.0000141	0.0000642	0.000743412	0.000119708	0.000143671	0.0000865	0.000693873	0.0000258	0.0000141	0.000220313	0.00000376	0.0000768	0.000112724	0.0000412	0.000103567	0.0000721	0.000732033	0.000407493	0.000156825	0.0000558	0.0000549	0.002448027	0.000097	0.0000151	0.000164695	0.052764989	0.000164994	0.0001881	0.0000709	0.000217032	0.0000177	0.0000853	0.004564872	0.115931579	0.001275683	0.01064014	0.000142216	0.000141491	0.000177357	0.001883027	0.000129802	0.001427268	0.0000487	0.0000873	0.000012	0.0000397	0.0000355	0.00000705	0.00000608	0.001351765	0.00000672	0.000015
mouse_36	untreated	0.000102829	0.000113756	0.0000288	0.0000764	0.0000405	0.00013932	0.000083	0.000129636	0.0000324	0.0000325	0.0000859	0.001652789	0.000039	0.000166975	0.000127397	0.0000195	0.001333298	0.0000348	0.0000399	0.000291131	0.000189169	0.0000444	0.000216663	0.000173721	0.000051	0.000198763	0.000312409	0.0000354	0.003417429	0.000028	0.000104391	0.003173608	0.0000529	0.00011515	0.000102888	0.0000171	0.0000607	0.000169036	0.0000449	0.000125758	0.0000942	0.000149002	0.0000252	0.0000307	0.000123113	0.000978328	0.000170215	0.00016978	0.00014256	0.000880927	0.0000375	0.0000191	0.000272528	0.0000158	0.000093	0.000224188	0.0000401	0.000314351	0.000131152	0.000819507	0.000421782	0.000114188	0.0000384	0.0000785	0.002552301	0.000108458	0.0000265	0.000154796	0.05826563	0.000272543	0.000285388	0.0000652	0.000205743	0.0000276	0.000113672	0.004091184	0.102029212	0.001246263	0.010559171	0.000115857	0.000144414	0.0000532	0.001262419	0.000133755	0.001177385	0.0000125	0.000124265	0.0000169	0.00006	0.0000237	0.00000854	0.00000603	0.002070716	0.00000546	0.000000903
mouse_38	untreated	0	0	0	0	0	0	0	0	0	0	0	0.0000641	0.00000299	0.00000781	0.00000375	0.000004	0.0000777	0.00000304	0.0000214	0.000149316	0.00000929	0.0000134	0.0000151	0.00000769	0.00000695	0.0000432	0.0000321	0.00000781	0.0000412	0.00000552	0.0000487	0.000186829	0.0000281	0.00000912	0	0.00000389	0.0000134	0.00000516	0.00000377	0.0000444	0.0000295	0.0000108	0.0000699	0.00000331	0.00000652	0.000142451	0.0000146	0.0000505	0.000075	0.00015024	0.00000422	0.0000118	0.0000296	0.00000552	0.0000397	0.0000376	0.00000337	0.0000683	0.0000229	0.000313898	0.0000522	0.0000285	0.0000348	0.00000996	0.001206119	0.000045	0.00000985	0.0000771	0.033662165	0.000106241	0.000123979	0.00000486	0.0000222	0.0000217	0.0000467	0.00246414	0.081079094	0.001680474	0.015312028	0.000325327	0.000193576	0.000283059	0.003452623	0.000203596	0.00212477	0.0000657	0.00032929	0.0000633	0.0000929	0.000161859	0.0000355	0.000190582	0.00654555	0.000033	0.000152522
mouse_39	untreated	0.00012406	0.0000327	0.0000374	0.0000521	0.0000246	0.000110266	0.0000713	0.0000278	0	0	0.0000935	0.000593575	0.0000227	0.0000815	0.0000688	0.0000241	0.000689428	0.000012	0.0000242	0.001082977	0.000117501	0.0000373	0.000109692	0.000130688	0.000054	0.000146581	0.000285721	0.0000258	0.001430371	0.0000279	0.000114112	0.002877791	0.0000398	0.0000544	0.000126019	0.0000146	0.0000451	0.0000956	0.0000294	0.000169252	0.00010616	0.000132581	0.000148098	0.0000451	0.0000731	0.001024475	0.000161501	0.000177763	0.000151623	0.000903058	0.0000363	0.0000132	0.000252544	0.00000683	0.0000757	0.000104891	0.0000412	0.000229621	0.000119837	0.000776262	0.000364682	0.000106808	0.0000435	0.0000479	0.002689569	0.000082	0.0000174	0.00011695	0.062656479	0.000192388	0.000216493	0.0000779	0.000167163	0.0000303	0.0000627	0.004933346	0.117069133	0.001114343	0.009108674	0.000081	0.000119288	0.00014593	0.000646656	0.0000801	0.001178677	0.0000439	0.000117748	0.0000206	0.00000998	0.000034	0.00000556	0.0000103	0.001355413	0.00000417	0.0000159
mouse_40	untreated	0.0000693	0	0	0.0000303	0	0.000048	0.0000226	0	0	0	0.0000502	0.0000225	0.0000157	0.0000242	0.0000126	0.0000226	0.000538717	0.0000175	0.0000411	0.000256381	0.000046	0.000018	0.0000227	0.0000819	0.0000123	0.000154919	0.000159457	0.0000242	0.000687682	0.00000942	0.000071	0.00136085	0.000114673	0.0000176	0.000100485	0.00000622	0.000018	0.0000448	0.0000287	0.0000945	0.000063	0.000085	0.000120758	0.0000172	0.0000582	0.000611598	0.0000813	0.000115401	0.0000949	0.000547327	0.0000382	0.00000846	0.000158403	0.00000779	0.0000379	0.0000579	0.0000269	0.0000915	0.0000896	0.000504496	0.000248338	0.0000682	0.000023	0.0000367	0.001945026	0.0000714	0.000018	0.000066	0.050299901	0.000129253	0.000376208	0.0000598	0.000117307	0.0000259	0.0000309	0.00460238	0.100778933	0.001539477	0.012986014	0.000149639	0.000215108	0.000166381	0.000784159	0.000233634	0.00173649	0.000063	0.000209209	0.0000238	0.0000708	0.000140903	0.0000189	0.0000304	0.020197525	0.0000149	0.000115936
m1	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.0000347	0.00000861	0.000064	0.0000186	0.00000397	0.000131563	0.00000496	0.00000231	0.000151051	0.0000422	0.0000107	0.0000351	0.0000306	0.0000199	0.00000301	0.000048	0.0000169	0.000320677	0.00000466	0.0000585	0.00117595	0.0000144	0.0000133	0.0000257	0.0000116	0.0000107	0.0000432	0.0000153	0.0000554	0.0000157	0.0000454	0.0000196	0.0000165	0.0000214	0.000405209	0.000039	0.0000818	0.000092	0.000368503	0.0000169	0.000005	0.0000645	0.00000643	0.0000291	0.00000607	0.00002	0.0000618	0.0000603	0.000616256	0.000243909	0.0000673	0.0000171	0.0000383	0.002127607	0.0000765	0.0000145	0.000168139	0.040541562	0.000131813	0.0000457	0.0000469	0.000192415	0.0000118	0.0000467	0.003759872	0.114799048	0.001752912	0.014564539	0.000243015	0.000214073	0.000261066	0.002957948	0.000224513	0.001858422	0.0000828	0.00019471	0.000103689	0.0000266	0.0000757	0.0000511	0.0000759	0.006647172	0.0000325	0.000162969
m11	vehicle	0.0000883	0.0000361	0.0000273	0.0000168	0.0000415	0.000107831	0.0000944	0.0000584	0	0.0000262	0.0000479	0.000770555	0.0000092	0.000128816	0.0000244	0.0000102	0.001436992	0.00000115	0.0000405	0.000203699	0.0000941	0.0000219	0.0000474	0.0000943	0.0000507	0.0001163	0.000245849	0.0000657	0.000871554	0.0000243	0.000123757	0.002971839	0.0000186	0.000049	0.0000714	0.0000185	0.0000183	0.0000866	0.0000209	0.000127877	0.000104781	0.00010949	0.0000398	0.00000787	0.0000519	0.000898382	0.000129227	0.000171765	0.000115531	0.000849033	0.0000177	0.0000147	0.000179084	0	0.0000599	0.000129565	0.0000266	0.000149378	0.0000856	0.000728913	0.000334412	0.0000932	0.000022	0.000053	0.002526437	0.0000868	0.0000172	0.000113687	0.058510118	0.000183515	0.000132656	0.0000671	0.000192039	0.000019	0.0000467	0.004441295	0.107464119	0.001410688	0.011885801	0.000146011	0.000180996	0.000170889	0.002222384	0.000148634	0.001362812	0.000051	0.00020782	0.0000359	0.0000559	0.0000753	0.00000973	0.0000219	0.012402579	0.0000089	0.00000711
m12	vehicle	0.0000357	0.0000482	0.0000177	0.0000175	0.0000147	0.000106597	0.0000213	0.0000641	0.00000533	0.0000114	0.0000411	0.001070044	0.0000228	0.0000844	0.0000555	0.000025	0.000993041	0.000014	0.0000348	0.00000546	0.0000268	0.0000279	0.0000311	0.0000164	0.0000386	0.000129745	0.000241244	0.0000156	0.001332235	0.0000126	0.000118038	0.003204021	0.0000286	0.000048	0.0000701	0.00000816	0.0000355	0.0000318	0.000038	0.000140189	0.0000814	0.000121938	0.0000394	0.000027	0.0000518	0.000829673	0.0000972	0.000180762	0.000122629	0.000768897	0.0000314	0.0000166	0.000183206	0.00000389	0.0000743	0.000137456	0.0000303	0.000258619	0.0000861	0.000773068	0.000383499	0.0000767	0.0000409	0.000045	0.002677639	0.0000786	0.0000159	0.000116073	0.054886465	0.000177243	0.000173126	0.0000524	0.00015858	0.0000255	0.0000487	0.003737879	0.098428089	0.001672849	0.014327727	0.000160945	0.000226042	0.000155305	0.001473397	0.000190245	0.001569946	0.0000329	0.000241847	0.0000152	0.00015743	0.0000624	0.000009	0.00000629	0.009396119	0.00000251	0.000006
m13	vehicle	0	0.000014	0	0.0000184	0	0.0000617	0.0000525	0	0	0	0.0000589	0.00032248	0.0000044	0.0000775	0.0000171	0.00000538	0.000302666	0.00000524	0.000016	0.000217538	0.0000626	0.0000301	0.0000892	0.0000454	0.0000293	0.0000156	0.000172097	0.0000257	0.000605619	0.0000276	0.0000852	0.001745391	0.0000238	0.0000171	0.0000601	0.00000216	0.0000405	0.000061	0.000018	0.0000953	0.0000316	0.0000809	0.0000396	0.0000115	0.000047	0.000775818	0.0000598	0.00010963	0.000094	0.000694612	0.0000186	0.0000172	0.000141506	0.00000633	0.0000598	0.00003	0.0000237	0.0000946	0.0000631	0.000597719	0.000300562	0.0000978	0.0000342	0.0000374	0.002086568	0.000076	0.0000144	0.00010006	0.048755712	0.000180865	0.0000511	0.0000603	0.000151407	0.0000246	0.0000542	0.004246033	0.096634943	0.002273668	0.018620779	0.000190836	0.000294987	0.000204217	0.00279967	0.00020719	0.002067156	0.0000567	0.00031773	0.0000594	0.000126071	0.000114965	0.00000772	0.0000357	0.026446009	0.0000509	0.0000177
m14	vehicle	0.000297704	0.0000936	0.000119319	0.0000329	0.0000543	0.000166716	0.000110982	0.0000652	0.0000234	0.00015976	0.0000584	0.0000535	0.0000726	0.000213653	0.0000336	0.0000596	0.00066203	0.0000412	0.00019102	0.000791219	0.000300243	0.0000612	0.0000685	0.000277749	0.0000642	0.0000363	0.00028046	0.0000767	0.001265867	0.00000975	0.000222818	0.00605884	0.0000569	0.0000853	0.00006	0.0000238	0.0000413	0.000270184	0.00000364	0.000212855	0.0000688	0.00017129	0.000053	0.000045	0.0000477	0.000985724	0.0000928	0.000281776	0.000210943	0.000846732	0.0000401	0.0000489	0.000171675	0.0000357	0.000117354	0.0000993	0.0000306	0.0000993	0.000136565	0.00113291	0.000474557	0.000138992	0.0000674	0.0000809	0.00373603	0.0000935	0.0000371	0.000144057	0.064720152	0.000270137	0.000238015	0.0000591	0.000176718	0.0000381	0.0000497	0.003657113	0.102469431	0.001426349	0.011938718	0.0000996	0.000175756	0.000092	0.001958201	0.000132803	0.001250469	0.00000738	0.000119649	0.0000304	0.0000931	0.000104422	0.0000124	0.00000671	0.018894659	0.00000758	0.00000166
m15	vehicle	0	0	0	0	0	0	0	0	0	0	0.0000221	0.0000747	0	0.0000117	0.0000101	0.0000011	0.0000729	0.00000289	0.0000632	0.000142682	0.0000113	0.0000154	0.0000185	0.0000011	0.0000115	0.0000173	0.0000642	0.0000117	0.000378246	0.0000072	0.0000327	0.001367217	0.0000134	0.0000171	0.0000464	0.0000028	0.0000154	0.0000228	0.0000342	0.0000936	0.0000303	0.0000416	0.0000404	0.0000178	0.0000247	0.000382198	0.0000334	0.000075	0.000108988	0.000361259	0.000019	0.000012	0.000104161	0.00000167	0.000034	0.0000476	0.0000159	0.0000989	0.0000707	0.00056106	0.000217866	0.0000725	0.0000242	0.0000155	0.002026776	0.0000458	0.0000126	0.0000706	0.039531223	0.000126783	0.000148121	0.0000492	0.0000715	0.0000168	0.00000866	0.003139514	0.082031204	0.001016452	0.008737998	0.000150764	0.000112175	0.000240353	0.002292411	0.0000857	0.001067017	0.0000622	0.000271793	0.0000262	0.0000708	0.000154051	0.0000363	0.0000561	0.022855331	0.000111887	0.0000884
m2	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.0000651	0.00000532	0.000013	0	0	0.0000281	0.00000831	0	0.0000354	0.00000123	0.00000186	0.0000066	0.00000276	0.00000119	0.0000169	0.00000689	0.000013	0.000126555	0	0.0000122	0.0000546	0	0	0	0.00000267	0.00000186	0.0000014	0.00000238	0.0000497	0.00000838	0.000013	0	0.00000138	0	0.0000348	0.00000224	0.0000278	0.0000237	0.0000449	0.00000689	0	0.00000152	0	0.00000164	0.0000101	0.00000158	0.00000909	0.00000967	0.0000815	0.0000545	0.0000122	0.00000736	0.00000287	0.000596187	0.0000136	0	0.00000884	0.013605589	0.000027	0.0000481	0.00000688	0.0000499	0	0	0.001258841	0.036442981	0.001118184	0.009428315	0.000141353	0.000124168	0.000203752	0.001315912	0.000287044	0.001275651	0.0000683	0.000406286	0.0000376	0.000025	0.001638483	0.000121841	0.0000802	0.213751167	0.000113098	0.0003475
m3	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.000244362	0.00000994	0.0000156	0.00000276	0.0000124	0.0000504	0.00000405	0.00000955	0.000137284	0.0000183	0.00000737	0.0000108	0.0000391	0.00000609	0.0000264	0.0000537	0.0000156	0.000120123	0.00000972	0.0000767	0.000551473	0.0000157	0.0000111	0	0.00000506	0.00000737	0.0000344	0.0000122	0.0000339	0.0000223	0.0000431	0.0000371	0.00000955	0.0000212	0.00029279	0.0000439	0.0000888	0.000043	0.000281039	0.0000168	0.00000282	0.0000333	0.00000406	0.0000561	0.000062	0.00000787	0.0000222	0.0000607	0.000400517	0.000143853	0.0000374	0.0000159	0.0000385	0.001472459	0.0000694	0.00000797	0.0000942	0.037351076	0.0000949	0.000114757	0.0000508	0.0000885	0.0000153	0.0000353	0.003425002	0.086667923	0.00178733	0.014988659	0.000253872	0.00020881	0.000319434	0.002362215	0.000328791	0.002481038	0.000111739	0.000733157	0.0000459	0.000106675	0.000234919	0.0000539	0.0000634	0.030077016	0.000110818	0.000223056
